Code,Year,Daily caloric supply (OWID based on UN FAO & historical sources),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: Age-standardized (Rate),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes","Indicator:Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%) - Sex:Both sexes_x"
DJI,1998,1855,29.86,7.5,31.2
DJI,1999,1901,30.83,7.7,31.5
DJI,2000,1993,31.82,7.9,31.9
DJI,2001,1982,33.25,8.1,32.3
DJI,2002,2054,35.46,8.3,32.7
DJI,2003,2094,37.46,8.6,33.1
DJI,2004,2136,40.79,8.8,33.5
DJI,2005,2265,42.87,9,33.9
DJI,2006,2314,44.21,9.2,34.3
DJI,2007,2414,45.88,9.4,34.7
DJI,2008,2447,47.25,9.7,35.1
DJI,2009,2466,48.23,9.9,35.5
DJI,2010,2467,50.05,10.2,35.9
DJI,2011,2504,51.59,10.5,36.4
DJI,2012,2545,53.21,10.8,36.8
DJI,2013,2607,54.69,11.1,37.2
DJI,2014,2581,55.24,11.5,37.7
DJI,2015,2665,56.76,11.8,38.1
DJI,2016,2631,57.59,12.2,38.6
DMA,1990,2963,116.31,12.8,41.6
DMA,1991,2904,118.92,13.5,42.7
DMA,1992,2872,116.35,14.1,43.7
DMA,1993,2856,116.59,14.7,44.6
DMA,1994,2872,117.84,15.4,45.5
DMA,1995,2943,118.66,15.9,46.3
DMA,1996,2897,119.38,16.5,47.1
DMA,1997,2930,118.43,17.1,47.8
DMA,1998,2913,117.89,17.6,48.5
DMA,1999,2928,120.44,18.2,49.1
DMA,2000,3063,120.75,18.7,49.8
DMA,2001,3040,121.12,19.2,50.4
DMA,2002,2984,123.31,19.7,51.1
DMA,2003,3006,125,20.3,51.7
DMA,2004,2957,123.44,20.8,52.4
DMA,2005,2924,121.71,21.4,53.1
DMA,2006,2917,121.97,21.9,53.7
DMA,2007,3042,122.22,22.5,54.4
DMA,2008,3021,121.73,23.1,55.1
DMA,2009,3037,121.72,23.7,55.7
DMA,2010,2985,122.74,24.3,56.4
DMA,2011,2962,124.4,24.9,57.1
DMA,2012,2949,126.59,25.6,57.7
DMA,2013,2931,127.64,26.2,58.4
DMA,2014,2962,128.36,26.8,59
DMA,2015,3013,128.73,27.5,59.7
DMA,2016,2992,128.2,28.2,60.3
DOM,1990,2069,47.47,9.9,38.4
DOM,1991,2142,45.73,10.3,39.1
DOM,1992,2141,44.21,10.7,39.8
DOM,1993,2220,44.23,11.1,40.5
DOM,1994,2252,42.97,11.5,41.2
DOM,1995,2256,42.78,11.9,42
DOM,1996,2175,44.08,12.4,42.8
DOM,1997,2153,45.63,12.9,43.6
DOM,1998,2141,46.54,13.5,44.4
DOM,1999,2149,46.78,14,45.3
DOM,2000,2224,46.27,14.6,46.1
DOM,2001,2258,47.28,15.2,47.1
DOM,2002,2285,49.94,15.9,48
DOM,2003,2143,55,16.5,48.9
DOM,2004,2216,61.04,17.2,49.9
DOM,2005,2328,65.5,17.9,50.8
DOM,2006,2367,68.92,18.7,51.8
DOM,2007,2403,71.05,19.4,52.8
DOM,2008,2352,72.65,20.2,53.8
DOM,2009,2392,74.25,21,54.8
DOM,2010,2532,75.3,21.8,55.7
DOM,2011,2562,76.75,22.7,56.7
DOM,2012,2573,81.83,23.5,57.6
DOM,2013,2614,88.21,24.3,58.5
DOM,2014,2767,93.27,25.2,59.4
DOM,2015,2747,97.61,26,60.3
DOM,2016,2836,99.55,26.9,61.2
ECU,1990,2256,72.24,8.3,39.3
ECU,1991,2194,77.54,8.6,40.1
ECU,1992,2321,77.11,9,40.8
ECU,1993,2321,75.42,9.3,41.5
ECU,1994,2408,74.76,9.7,42.2
ECU,1995,2310,72.94,10.1,42.9
ECU,1996,2299,74.66,10.4,43.6
ECU,1997,2331,70.88,10.8,44.3
ECU,1998,2250,72.25,11.2,45
ECU,1999,2330,72.66,11.6,45.7
ECU,2000,2285,73.06,12,46.4
ECU,2001,2217,70.71,12.4,47
ECU,2002,2238,79.81,12.9,47.7
ECU,2003,2202,84.4,13.3,48.3
ECU,2004,2226,86.17,13.7,49
ECU,2005,2248,90.33,14.1,49.6
ECU,2006,2229,92.02,14.6,50.2
ECU,2007,2213,92.39,15,50.8
ECU,2008,2297,92.72,15.4,51.4
ECU,2009,2290,92,15.9,52
ECU,2010,2348,92.25,16.3,52.5
ECU,2011,2376,90.39,16.8,53.1
ECU,2012,2347,92.93,17.3,53.7
ECU,2013,2344,92.89,17.8,54.3
ECU,2014,2612,92.5,18.3,54.8
ECU,2015,2622,92.02,18.8,55.4
ECU,2016,2596,93.52,19.3,56
EGY,1990,3181,173.76,16.5,47.3
EGY,1991,3171,174.81,16.9,47.8
EGY,1992,3175,173.67,17.3,48.4
EGY,1993,3197,179.15,17.8,49
EGY,1994,3259,183.03,18.2,49.5
EGY,1995,3315,180.73,18.7,50.1
EGY,1996,3332,183.3,19.1,50.7
EGY,1997,3361,187.76,19.5,51.3
EGY,1998,3339,190.04,20,51.9
EGY,1999,3356,189.85,20.5,52.5
EGY,2000,3368,182.73,20.9,53.1
EGY,2001,3409,191.23,21.4,53.7
EGY,2002,3434,197.89,21.9,54.3
EGY,2003,3379,205.95,22.4,55
EGY,2004,3309,205.85,22.9,55.6
EGY,2005,3367,203.15,23.4,56.3
EGY,2006,3389,202.95,24,56.9
EGY,2007,3445,200.77,24.6,57.6
EGY,2008,3490,203.7,25.2,58.2
EGY,2009,3441,207.37,25.8,58.9
EGY,2010,3507,209,26.5,59.5
EGY,2011,3549,207.27,27.2,60.2
EGY,2012,3561,213.31,27.9,60.8
EGY,2013,3522,208.45,28.7,61.5
EGY,2014,3388,212.13,29.5,62.2
EGY,2015,3388,221.58,30.2,62.8
EGY,2016,3336,223.24,31.1,63.5
SLV,1990,2308,55.39,9.2,39.8
SLV,1991,2406,55.49,9.6,40.6
SLV,1992,2410,58.12,10,41.5
SLV,1993,2384,60.14,10.5,42.3
SLV,1994,2379,62.01,10.9,43.2
SLV,1995,2392,60.04,11.4,44
SLV,1996,2404,60.85,11.9,44.9
SLV,1997,2428,63.86,12.5,45.8
SLV,1998,2432,69.57,13,46.7
SLV,1999,2411,68.03,13.6,47.6
SLV,2000,2541,69.5,14.1,48.5
SLV,2001,2628,70.95,14.7,49.4
SLV,2002,2643,70.4,15.2,50.2
SLV,2003,2597,74.49,15.8,51
SLV,2004,2567,79.24,16.3,51.8
SLV,2005,2571,81.25,16.8,52.5
SLV,2006,2577,82.35,17.3,53.3
SLV,2007,2566,81.83,17.8,54
SLV,2008,2574,79.86,18.3,54.7
SLV,2009,2574,84.36,18.8,55.4
SLV,2010,2515,79.83,19.4,56
SLV,2011,2537,82.57,19.9,56.7
SLV,2012,2559,78.17,20.4,57.4
SLV,2013,2577,81.97,20.9,58
SLV,2014,2586,87.98,21.5,58.7
SLV,2015,2584,87.92,22.1,59.3
SLV,2016,2621,87.19,22.7,59.9
GNQ,1990,,38.54,2.1,14.6
GNQ,1991,,38.34,2.2,15.1
GNQ,1992,,38.34,2.4,15.6
GNQ,1993,,39.34,2.6,16.1
GNQ,1994,,40.6,2.8,16.6
GNQ,1995,,42.32,3,17.1
GNQ,1996,,45.17,3.2,17.6
GNQ,1997,,46.79,3.4,18
GNQ,1998,,50.21,3.6,18.5
GNQ,1999,,54.27,3.8,18.9
GNQ,2000,,57.95,3.9,19.3
GNQ,2001,,61.57,4.1,19.7
GNQ,2002,,66.25,4.3,20.1
GNQ,2003,,73.44,4.4,20.5
GNQ,2004,,80.35,4.6,20.9
GNQ,2005,,85.33,4.8,21.3
GNQ,2006,,89.62,5,21.8
GNQ,2007,,92.66,5.2,22.2
GNQ,2008,,96.06,5.3,22.7
GNQ,2009,,99.69,5.6,23.1
GNQ,2010,,102.85,5.8,23.6
GNQ,2011,,106.78,6,24.1
GNQ,2012,,108.52,6.2,24.6
GNQ,2013,,108.77,6.5,25.1
GNQ,2014,,109.74,6.8,25.6
GNQ,2015,,112.62,7.1,26.1
GNQ,2016,,115.83,7.4,26.7
ERI,1990,,31.75,1.1,11.6
ERI,1991,,32.45,1.1,11.9
ERI,1992,,33.14,1.2,12.3
ERI,1993,,34.1,1.3,12.6
ERI,1994,,35.93,1.3,12.9
ERI,1995,,38.42,1.4,13.2
ERI,1996,,40.11,1.5,13.6
ERI,1997,,42.62,1.6,13.9
ERI,1998,,45.08,1.6,14.2
ERI,1999,,47.91,1.7,14.6
ERI,2000,,50.2,1.8,14.9
ERI,2001,,51.67,1.8,15.3
ERI,2002,,54.41,1.9,15.6
ERI,2003,,56.46,2,16
ERI,2004,,58.31,2.1,16.4
ERI,2005,,59.23,2.2,16.8
ERI,2006,,59.45,2.3,17.2
ERI,2007,,59.3,2.4,17.7
ERI,2008,,59.27,2.6,18.1
ERI,2009,,59.18,2.7,18.5
ERI,2010,,59.22,2.9,19
ERI,2011,,59.75,3,19.5
ERI,2012,,61.09,3.2,20
ERI,2013,,62.64,3.4,20.5
ERI,2014,,64.06,3.6,21
ERI,2015,,65.52,3.8,21.5
ERI,2016,,66.45,4.1,22
EST,1992,2516,122.9,17.4,48.9
EST,1993,2576,132.66,17.7,49.2
EST,1994,2694,143.31,17.9,49.4
EST,1995,2923,135.84,18.2,49.6
EST,1996,3061,121.27,18.4,49.8
EST,1997,3013,120.66,18.6,50
EST,1998,2962,126.71,18.7,50.3
EST,1999,3110,121.12,18.9,50.5
EST,2000,3050,120.9,19.1,50.8
EST,2001,3046,124.85,19.3,51
EST,2002,3043,122.04,19.5,51.3
EST,2003,3074,120.75,19.7,51.6
EST,2004,3080,120.12,19.9,51.9
EST,2005,3167,119.61,20.2,52.2
EST,2006,3203,120.34,20.4,52.5
EST,2007,3222,123.32,20.7,52.8
EST,2008,3313,119.05,21,53.1
EST,2009,3348,116.8,21.3,53.5
EST,2010,3310,111.01,21.6,53.8
EST,2011,3289,113.88,22,54.1
EST,2012,3232,113.83,22.3,54.4
EST,2013,3253,111.45,22.7,54.8
EST,2014,3210,112.01,23,55.1
EST,2015,3171,109.04,23.4,55.4
EST,2016,3142,110.97,23.8,55.8
EST,1990,,120.52,16.9,48.5
EST,1991,,124.61,17.2,48.7
SWZ,1990,2332,171.75,6.7,24.9
SWZ,1991,2285,175.13,6.9,25.4
SWZ,1992,2322,175.99,7.2,25.8
SWZ,1993,2282,175.92,7.4,26.3
SWZ,1994,2303,179.62,7.6,26.7
SWZ,1995,2213,187.36,7.8,27.2
SWZ,1996,2217,195.48,8.1,27.7
SWZ,1997,2156,200.41,8.3,28.2
SWZ,1998,2176,212.61,8.5,28.7
SWZ,1999,2265,226.41,8.8,29.3
SWZ,2000,2351,247.76,9,29.8
SWZ,2001,2314,264.68,9.3,30.3
SWZ,2002,2388,282.36,9.5,30.9
SWZ,2003,2436,294.13,9.7,31.4
SWZ,2004,2469,301.7,9.9,31.9
SWZ,2005,2372,305.61,10.2,32.5
SWZ,2006,2325,300.17,10.4,33
SWZ,2007,2310,295.73,10.6,33.5
SWZ,2008,2257,292.13,10.9,34.1
SWZ,2009,2249,288.17,11.1,34.6
SWZ,2010,2284,280.66,11.4,35.1
SWZ,2011,2283,271.3,11.7,35.7
SWZ,2012,2293,266.29,12,36.2
SWZ,2013,2329,261.18,12.4,36.8
SWZ,2014,2375,255.83,12.7,37.3
SWZ,2015,2382,250.75,13.1,37.9
SWZ,2016,2390,247.16,13.5,38.4
ETH,1993,1508,28.61,1.1,11.8
ETH,1994,1545,28.26,1.2,12.1
ETH,1995,1571,27.88,1.2,12.4
ETH,1996,1655,27.31,1.3,12.7
ETH,1997,1684,27.02,1.4,13.1
ETH,1998,1684,26.86,1.4,13.4
ETH,1999,1727,26.6,1.5,13.7
ETH,2000,1786,25.98,1.6,14.1
ETH,2001,1829,25.44,1.7,14.4
ETH,2002,1844,25.23,1.8,14.8
ETH,2003,1884,25.27,1.8,15.2
ETH,2004,1882,25.46,1.9,15.5
ETH,2005,1978,25.53,2,15.9
ETH,2006,1967,25.72,2.2,16.3
ETH,2007,1957,25.97,2.3,16.7
ETH,2008,2018,26.37,2.4,17.1
ETH,2009,2052,26.95,2.5,17.6
ETH,2010,2080,27.45,2.7,18
ETH,2011,2103,28.26,2.8,18.5
ETH,2012,2124,29.16,2.9,18.9
ETH,2013,2131,30.03,3.1,19.4
ETH,2014,2250,31.02,3.3,19.9
ETH,2015,2280,32.06,3.4,20.4
ETH,2016,2324,33.26,3.6,20.9
ETH,1990,,29.5,1,10.9
ETH,1991,,29.04,1,11.2
ETH,1992,,28.95,1.1,11.5
FJI,1990,2683,243,13.5,45.3
FJI,1991,2722,253.93,14.1,46.1
FJI,1992,2739,264.66,14.6,46.9
FJI,1993,2854,277.65,15.2,47.7
FJI,1994,2796,290.78,15.8,48.6
FJI,1995,2742,305.29,16.4,49.4
FJI,1996,2824,318.48,17,50.3
FJI,1997,2845,328.17,17.6,51.1
FJI,1998,2830,325.86,18.1,51.9
FJI,1999,2835,347.05,18.7,52.6
FJI,2000,2830,359.97,19.4,53.4
FJI,2001,2876,350.52,20,54.1
FJI,2002,2902,346.24,20.7,54.8
FJI,2003,2892,355.43,21.5,55.5
FJI,2004,2901,342.53,22.2,56.2
FJI,2005,2941,344.61,22.8,56.8
FJI,2006,2949,342.65,23.4,57.5
FJI,2007,2924,344.03,24,58.1
FJI,2008,2948,342.78,24.6,58.8
FJI,2009,2916,328.91,25.2,59.4
FJI,2010,2914,325.05,25.8,60.1
FJI,2011,2923,324.28,26.5,60.7
FJI,2012,2931,322.13,27.2,61.3
FJI,2013,2943,319.8,27.9,62
FJI,2014,2751,318.44,28.6,62.6
FJI,2015,2783,317.3,29.3,63.2
FJI,2016,2731,317.05,30,63.8
FIN,1990,3145,68.27,13.3,46.1
FIN,1991,3107,66.35,13.8,46.8
FIN,1992,3190,65.43,14.3,47.5
FIN,1993,3038,63.99,14.8,48.1
FIN,1994,2989,60.92,15.3,48.7
FIN,1995,3031,60.11,15.8,49.3
FIN,1996,3017,58.51,16.3,49.8
FIN,1997,3150,57.64,16.8,50.4
FIN,1998,3177,56.34,17.3,50.9
FIN,1999,3173,55.16,17.7,51.4
FIN,2000,3151,54.16,18.2,51.9
FIN,2001,3171,52.78,18.6,52.3
FIN,2002,3152,52.39,19.1,52.8
FIN,2003,3154,51.62,19.5,53.2
FIN,2004,3188,50.78,20,53.6
FIN,2005,3201,49.64,20.4,54
FIN,2006,3237,48.29,20.8,54.4
FIN,2007,3281,47.76,21.2,54.8
FIN,2008,3236,46.88,21.6,55.2
FIN,2009,3233,46.19,22,55.5
FIN,2010,3280,45.52,22.4,55.9
FIN,2011,3305,44.5,22.8,56.2
FIN,2012,3323,43.98,23.2,56.6
FIN,2013,3368,43.47,23.6,56.9
FIN,2014,3320,42.83,24,57.2
FIN,2015,3333,42.13,24.5,57.6
FIN,2016,3339,41.87,24.9,57.9
FRA,1990,3506,38.83,13,47.1
FRA,1991,3541,38.22,13.3,47.6
FRA,1992,3549,37.55,13.7,48.1
FRA,1993,3543,37.26,14,48.6
FRA,1994,3512,36.68,14.4,49.1
FRA,1995,3534,36.77,14.8,49.6
FRA,1996,3519,36.88,15.2,50.1
FRA,1997,3547,36.63,15.6,50.6
FRA,1998,3593,37.17,16,51.1
FRA,1999,3604,37.3,16.4,51.6
FRA,2000,3605,36.97,16.8,52.1
FRA,2001,3640,36.91,17.3,52.6
FRA,2002,3656,36.91,17.7,53.1
FRA,2003,3587,36.66,18.1,53.5
FRA,2004,3555,35.1,18.5,54
FRA,2005,3538,34.7,18.9,54.5
FRA,2006,3513,34,19.3,55
FRA,2007,3466,33.35,19.7,55.4
FRA,2008,3551,32.99,20,55.9
FRA,2009,3530,32.6,20.4,56.4
FRA,2010,3536,32.03,20.8,56.8
FRA,2011,3514,31.48,21.2,57.3
FRA,2012,3460,31.12,21.6,57.7
FRA,2013,3482,30.51,22,58.2
FRA,2014,3411,29.7,22.4,58.6
FRA,2015,3488,29.87,22.8,59
FRA,2016,3532,29.06,23.2,59.5
GAB,1990,2355,81.9,5.5,23.4
GAB,1991,2558,84.44,5.8,24.1
GAB,1992,2499,87.14,6,24.9
GAB,1993,2536,90.05,6.3,25.6
GAB,1994,2463,94.93,6.6,26.3
GAB,1995,2547,100.28,6.9,27
GAB,1996,2634,105.21,7.2,27.8
GAB,1997,2626,108.01,7.5,28.5
GAB,1998,2659,111.72,7.8,29.2
GAB,1999,2711,115.7,8,29.9
GAB,2000,2716,120.56,8.3,30.5
GAB,2001,2695,124.65,8.6,31.2
GAB,2002,2644,125.54,8.9,31.9
GAB,2003,2661,129.75,9.2,32.5
GAB,2004,2676,132.3,9.5,33.2
GAB,2005,2715,131.74,9.8,33.8
GAB,2006,2716,133.06,10.1,34.4
GAB,2007,2711,132.53,10.4,35
GAB,2008,2653,134.02,10.7,35.6
GAB,2009,2699,132.65,11,36.2
GAB,2010,2732,130.21,11.3,36.8
GAB,2011,2772,130.62,11.7,37.4
GAB,2012,2795,129.72,12,37.9
GAB,2013,2830,128.7,12.3,38.5
GAB,2014,2754,129.32,12.7,39.1
GAB,2015,2749,130.97,13.1,39.6
GAB,2016,2691,131.92,13.4,40.2
GMB,1990,2522,43.16,2,15.1
GMB,1991,2546,44.52,2.2,15.7
GMB,1992,2498,46.47,2.4,16.2
GMB,1993,2467,46.37,2.5,16.8
GMB,1994,2380,47.14,2.7,17.3
GMB,1995,2393,51.56,2.9,17.9
GMB,1996,2391,50.1,3.1,18.5
GMB,1997,2476,51.78,3.3,19.1
GMB,1998,2357,55.28,3.5,19.8
GMB,1999,2512,59.9,3.7,20.4
GMB,2000,2590,58.34,3.9,21
GMB,2001,2521,58.64,4.1,21.7
GMB,2002,2455,60.61,4.3,22.3
GMB,2003,2455,63.48,4.6,23
GMB,2004,2465,69.11,4.9,23.6
GMB,2005,2442,71.61,5.1,24.3
GMB,2006,2397,72.1,5.4,25
GMB,2007,2535,74.03,5.7,25.7
GMB,2008,2589,73.38,6,26.4
GMB,2009,2621,76.18,6.3,27.1
GMB,2010,2674,76.52,6.7,27.7
GMB,2011,2692,72.22,7,28.4
GMB,2012,2652,73.45,7.3,29.1
GMB,2013,2628,75.54,7.7,29.8
GMB,2014,2593,81.25,8,30.5
GMB,2015,2544,80.04,8.4,31.2
GMB,2016,2545,84.45,8.7,31.9
GEO,1992,1928,169,11.7,40.6
GEO,1993,1914,163.69,12.1,41.1
GEO,1994,1957,164.89,12.4,41.6
GEO,1995,2388,149.66,12.7,42.1
GEO,1996,2544,140.04,13.1,42.5
GEO,1997,2648,141.28,13.4,43
GEO,1998,2606,144.48,13.7,43.4
GEO,1999,2607,147.07,14.1,43.9
GEO,2000,2566,149.01,14.4,44.4
GEO,2001,2638,147.97,14.8,44.8
GEO,2002,2750,154.1,15.1,45.4
GEO,2003,2864,156.6,15.5,45.9
GEO,2004,2902,157.83,15.9,46.4
GEO,2005,2983,155.97,16.4,47
GEO,2006,2864,151.52,16.9,47.6
GEO,2007,2900,144.5,17.3,48.2
GEO,2008,2975,143.65,17.9,48.8
GEO,2009,2947,147.08,18.4,49.4
GEO,2010,2845,147.3,19,50.1
GEO,2011,2805,145.73,19.7,50.8
GEO,2012,2839,143.11,20.3,51.4
GEO,2013,2905,138.7,21,52.1
GEO,2014,2797,135.85,21.7,52.8
GEO,2015,2817,134.46,22.5,53.5
GEO,2016,2821,138.42,23.3,54.2
GEO,1990,,164.88,11.1,39.6
GEO,1991,,166.78,11.4,40.1
DEU,1990,3261,78.6,14,46
DEU,1991,3323,77.31,14.4,46.6
DEU,1992,3392,75.51,14.8,47.1
DEU,1993,3202,74.92,15.2,47.6
DEU,1994,3213,73.18,15.6,48.1
DEU,1995,3249,71.39,16.1,48.6
DEU,1996,3297,69.7,16.5,49.1
DEU,1997,3176,67.46,17,49.5
DEU,1998,3285,65.33,17.5,50
DEU,1999,3279,63.44,17.9,50.4
DEU,2000,3336,61.56,18.4,50.8
DEU,2001,3363,60.29,18.8,51.2
DEU,2002,3427,60.15,19.2,51.6
DEU,2003,3390,59.69,19.7,52
DEU,2004,3411,57.4,20.1,52.4
DEU,2005,3450,56.09,20.5,52.7
DEU,2006,3466,55.05,21,53.1
DEU,2007,3527,54.53,21.4,53.5
DEU,2008,3517,53.94,21.9,53.9
DEU,2009,3515,52.98,22.3,54.2
DEU,2010,3504,51.94,22.8,54.6
DEU,2011,3538,51.22,23.3,54.9
DEU,2012,3501,51.13,23.7,55.3
DEU,2013,3499,51.47,24.2,55.7
DEU,2014,3541,50.6,24.7,56
DEU,2015,3567,51.53,25.2,56.4
DEU,2016,3557,51.13,25.7,56.8
GHA,1990,1729,41.92,2.7,16.5
GHA,1991,2090,43.84,2.9,17
GHA,1992,2118,46.02,3,17.5
GHA,1993,2279,47.74,3.2,18
GHA,1994,2312,49.78,3.4,18.5
GHA,1995,2351,52.06,3.6,19.1
GHA,1996,2377,55.1,3.8,19.6
GHA,1997,2395,58.91,4,20.2
GHA,1998,2427,61.9,4.2,20.7
GHA,1999,2465,65.35,4.5,21.3
GHA,2000,2510,68.79,4.7,21.9
GHA,2001,2564,72.76,5,22.6
GHA,2002,2655,76.41,5.2,23.2
GHA,2003,2669,79.5,5.5,23.8
GHA,2004,2682,82.74,5.8,24.5
GHA,2005,2751,86.38,6.1,25.1
GHA,2006,2824,90.43,6.3,25.8
GHA,2007,2803,94.86,6.6,26.4
GHA,2008,2950,97.44,7,27.1
GHA,2009,3032,100.52,7.3,27.7
GHA,2010,3077,103.21,7.6,28.3
GHA,2011,3002,105.11,7.9,29
GHA,2012,3043,106.24,8.3,29.6
GHA,2013,3016,107.36,8.6,30.2
GHA,2014,2982,108.73,9,30.8
GHA,2015,2922,111.26,9.3,31.4
GHA,2016,2902,113.78,9.7,32
GRC,1990,3540,63.11,15.9,49.9
GRC,1991,3538,63.07,16.2,50.4
GRC,1992,3605,63.37,16.6,51
GRC,1993,3546,62.41,17,51.5
GRC,1994,3580,62.16,17.3,52
GRC,1995,3515,62.13,17.7,52.6
GRC,1996,3510,62,18.1,53.1
GRC,1997,3515,61.28,18.4,53.6
GRC,1998,3535,61.4,18.8,54.1
GRC,1999,3625,61.52,19.2,54.5
GRC,2000,3602,61.01,19.6,55
GRC,2001,3614,60.42,20,55.5
GRC,2002,3639,60.12,20.5,56
GRC,2003,3651,60.13,20.9,56.5
GRC,2004,3719,59.48,21.4,56.9
GRC,2005,3593,58.32,21.9,57.4
GRC,2006,3485,57.24,22.4,57.9
GRC,2007,3511,57.67,22.8,58.4
GRC,2008,3519,55.48,23.3,58.8
GRC,2009,3505,54.57,23.9,59.3
GRC,2010,3442,53.24,24.4,59.7
GRC,2011,3427,52.94,24.9,60.2
GRC,2012,3404,52.77,25.4,60.6
GRC,2013,3400,50.95,25.9,61
GRC,2014,3439,49.55,26.4,61.5
GRC,2015,3396,49.4,26.9,61.9
GRC,2016,3336,48.92,27.4,62.3
GRD,1990,2495,92.37,8.8,33.7
GRD,1991,2461,93.88,9.2,34.3
GRD,1992,2456,96.71,9.5,34.9
GRD,1993,2477,101.21,9.7,35.6
GRD,1994,2440,102.1,10,36.3
GRD,1995,2400,101.8,10.3,37
GRD,1996,2379,100.41,10.6,37.7
GRD,1997,2397,98.68,11,38.4
GRD,1998,2324,98.02,11.4,39.1
GRD,1999,2251,97.96,11.8,39.8
GRD,2000,2220,98.62,12.2,40.6
GRD,2001,2291,99.99,12.5,41.3
GRD,2002,2307,101.64,12.9,42
GRD,2003,2313,102.65,13.3,42.7
GRD,2004,2378,103.95,13.6,43.4
GRD,2005,2370,103.56,14,44.1
GRD,2006,2400,103.81,14.4,44.7
GRD,2007,2395,105.6,14.9,45.4
GRD,2008,2426,108.57,15.3,46.1
GRD,2009,2434,110.87,15.8,46.7
GRD,2010,2432,112.37,16.3,47.4
GRD,2011,2424,112.48,16.9,48
GRD,2012,2440,109.66,17.5,48.7
GRD,2013,2447,110.14,18.1,49.4
GRD,2014,2366,110.75,18.7,50
GRD,2015,2382,110.7,19.4,50.7
GRD,2016,2433,114.63,20.2,51.4
GTM,1990,2355,38.68,7.8,37.2
GTM,1991,2320,42.58,8.1,38
GTM,1992,2281,45.92,8.4,38.7
GTM,1993,2335,48.42,8.7,39.4
GTM,1994,2361,49.53,9.1,40.2
GTM,1995,2276,46.32,9.4,40.9
GTM,1996,2244,45.29,9.8,41.7
GTM,1997,2131,47.8,10.1,42.4
GTM,1998,2155,50.04,10.5,43.2
GTM,1999,2141,49.94,10.9,43.9
GTM,2000,2160,51,11.3,44.7
GTM,2001,2218,51.85,11.7,45.4
GTM,2002,2359,52.8,12.1,46.1
GTM,2003,2345,54.59,12.5,46.9
GTM,2004,2324,56.95,12.9,47.6
GTM,2005,2383,59,13.3,48.3
GTM,2006,2415,60.66,13.8,49
GTM,2007,2447,61.64,14.2,49.7
GTM,2008,2378,62.65,14.7,50.4
GTM,2009,2459,65.58,15.2,51.1
GTM,2010,2431,68.72,15.6,51.8
GTM,2011,2485,70.95,16.1,52.5
GTM,2012,2416,72.67,16.6,53.2
GTM,2013,2419,74.58,17.1,53.9
GTM,2014,2447,76.36,17.7,54.6
GTM,2015,2502,77.79,18.2,55.3
GTM,2016,2504,78.44,18.8,55.9
GIN,1990,2430,43.82,2,14.3
GIN,1991,2421,44.22,2.1,14.7
GIN,1992,2449,44.83,2.2,15.1
GIN,1993,2432,45.43,2.3,15.5
GIN,1994,2412,46.31,2.4,15.8
GIN,1995,2377,46.91,2.5,16.2
GIN,1996,2352,47.65,2.7,16.6
GIN,1997,2293,48.61,2.8,17.1
GIN,1998,2263,50.06,2.9,17.5
GIN,1999,2323,51.46,3.1,17.9
GIN,2000,2359,52.49,3.2,18.4
GIN,2001,2330,53.76,3.4,18.8
GIN,2002,2357,55.02,3.5,19.3
GIN,2003,2400,55.77,3.7,19.7
GIN,2004,2426,56.86,3.8,20.2
GIN,2005,2443,57.94,4,20.7
GIN,2006,2503,59.56,4.2,21.2
GIN,2007,2505,60.94,4.4,21.7
GIN,2008,2534,62.01,4.6,22.2
GIN,2009,2546,63.51,4.8,22.7
GIN,2010,2550,64.75,5,23.3
GIN,2011,2546,65.62,5.3,23.8
GIN,2012,2561,66.6,5.5,24.4
GIN,2013,2566,67.43,5.8,24.9
GIN,2014,2648,68.66,6,25.5
GIN,2015,2716,69.61,6.3,26.1
GIN,2016,2742,70.21,6.6,26.6
GNB,1990,2249,52,2,14.1
GNB,1991,2319,53.44,2.1,14.7
GNB,1992,2373,54.98,2.3,15.2
GNB,1993,2307,56.53,2.4,15.7
GNB,1994,2340,58.09,2.6,16.3
GNB,1995,2336,59.72,2.7,16.8
GNB,1996,2251,61.41,2.9,17.4
GNB,1997,2185,63.03,3.1,18
GNB,1998,2152,65.06,3.2,18.5
GNB,1999,2160,66.82,3.4,19.1
GNB,2000,2250,68.07,3.6,19.7
GNB,2001,2275,69.02,3.9,20.3
GNB,2002,2272,70.37,4.1,20.9
GNB,2003,2227,71.5,4.3,21.5
GNB,2004,2257,73.32,4.5,22.1
GNB,2005,2273,73.75,4.8,22.7
GNB,2006,2253,74.81,5,23.3
GNB,2007,2293,75.85,5.3,24
GNB,2008,2304,76.73,5.6,24.6
GNB,2009,2278,77.83,5.9,25.2
GNB,2010,2346,78.33,6.2,25.9
GNB,2011,2336,78.57,6.5,26.6
GNB,2012,2331,79.1,6.8,27.2
GNB,2013,2292,79.33,7.1,27.9
GNB,2014,2171,79.94,7.5,28.6
GNB,2015,2180,80.74,7.8,29.3
GNB,2016,2201,81.33,8.2,29.9
GUY,1990,2358,165.56,7.3,32
GUY,1991,2367,159.31,7.5,32.5
GUY,1992,2414,154.85,7.8,33
GUY,1993,2462,163.57,8,33.5
